timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,dew_point,apparent_temp,precipitation,rain,pressure,cloud_cover,wind_speed,wind_dir,hour,day,month,dayofweek,is_weekend,hour_sin,hour_cos,day_sin,day_cos,co_rolling_mean_3,co_rolling_std_3,no_rolling_mean_3,no_rolling_std_3,no2_rolling_mean_3,no2_rolling_std_3,o3_rolling_mean_3,o3_rolling_std_3,so2_rolling_mean_3,so2_rolling_std_3,pm2_5_rolling_mean_3,pm2_5_rolling_std_3,pm10_rolling_mean_3,pm10_rolling_std_3,nh3_rolling_mean_3,nh3_rolling_std_3,aqi_lag_1,aqi_lag_3,aqi_lag_6,pm2_5_lag_1,pm2_5_lag_3,pm2_5_lag_6,pm10_lag_1,pm10_lag_3,pm10_lag_6,no2_to_o3_ratio,no2_to_so2,temp_humidity_index,pressure_change,rolling_pm2_5,rolling_temp
2025-10-09 01:00:00+00:00,2,93.56,0.0,0.04,55.69,0.06,7.26,37.47,0.0,24.6,89.0,22.6,28.8,0.0,0.0,1013.1,0.0,6.9,327.0,1,9,10,3,0,0.25881904510252074,0.9659258262890683,0.9680771188662043,-0.2506525322587204,93.48666666666668,0.11846237097776832,0.0,0.0,0.043333333333333335,0.0057735026909653845,55.01,0.6030754513325625,0.06,0.0,6.956666666666666,0.26274195198524675,35.75666666666667,1.4839249756401458,0.0,0.0,2.0,2.0,2.0,6.81,7.03,8.57,34.92,36.2,45.03,0.0007182617935309429,0.6666555557407376,21.894000000000002,0.3000000000000682,6.956666666666666,25.033333333333342
2025-10-08 06:00:00+00:00,2,91.11,0.01,0.04,54.15,0.07,6.83,32.01,0.0,24.1,88.0,21.9,28.3,0.0,0.0,1011.4,0.0,4.1,13.0,6,8,10,2,0,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264,91.00999999999999,0.12489995998680248,0.01,0.0,0.04,0.0,54.163333333333334,0.011547005385353071,0.07,0.0,6.616666666666667,0.2013289182730813,31.16666666666667,0.7703462424961837,0.0,0.0,2.0,2.0,2.0,6.59,6.32,5.87,30.99,30.34,28.67,0.0007386888136899574,0.5714204082798817,21.208000000000002,0.39999999999997726,6.616666666666667,24.200000000000003
2025-09-26 08:00:00+00:00,2,91.32,0.01,0.03,46.75,0.09,7.33,29.96,0.0,27.3,81.0,23.8,32.3,0.0,0.0,1008.1,16.0,6.7,306.0,8,26,9,4,0,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624,91.45333333333333,0.13012814195763808,0.01,0.0,0.03333333333333333,0.005773502691896364,47.300000000000004,0.49244289008985953,0.09666666666666668,0.005773502691898408,7.3066666666666675,0.025166114784353905,29.67,0.3004995840263123,0.0,0.0,2.0,2.0,2.0,7.31,7.2,6.94,29.69,28.78,27.29,0.0006417112162200809,0.33332962967078145,22.113000000000003,0.6000000000000227,7.3066666666666675,26.433333333333334
2025-09-19 04:00:00+00:00,2,83.18,0.01,0.06,42.83,0.24,5.95,25.23,0.0,25.7,94.0,24.6,31.1,0.0,0.0,1006.0,27.0,6.8,268.0,4,19,9,4,0,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,83.37333333333333,0.16862186492960057,0.0033333333333333335,0.005773502691896257,0.06666666666666667,0.005773502691896229,42.78666666666667,0.040414518840939995,0.24666666666666667,0.005773502691902776,6.090000000000001,0.1311487704860611,25.993333333333336,0.708543106193144,0.0,0.0,2.0,2.0,2.0,6.11,6.27,6.52,26.12,26.88,27.5,0.0014008871958700166,0.2499989583376736,24.157999999999998,0.10000000000002274,6.090000000000001,25.733333333333334
2025-10-12 17:00:00+00:00,3,102.72,0.0,0.09,73.42,0.46,15.68,53.1,0.0,32.1,21.0,7.3,30.0,0.0,0.0,1010.9,1.0,9.3,262.0,17,12,10,6,1,-0.9659258262890683,-0.25881904510252063,0.6513724827222223,-0.758758122692791,102.82000000000001,0.14798648587480104,0.0,0.0,0.10666666666666667,0.01527525231617814,73.60333333333334,0.26727015046526315,0.4633333333333334,0.00577350268814529,15.636666666666665,0.04041451884309959,52.51666666666667,0.5229085324684122,0.0,0.0,3.0,3.0,2.0,15.6,15.55,14.15,52.36,51.65,47.36,0.0012258240094548624,0.19565174858315526,6.7410000000000005,0.39999999999997726,15.636666666666665,32.53333333333334
2025-10-08 21:00:00+00:00,2,92.81,0.0,0.05,54.47,0.06,7.48,38.71,0.0,26.7,75.0,21.8,30.9,0.0,0.0,1012.2,1.0,4.3,270.0,21,8,10,2,0,-0.7071067811865477,0.7071067811865474,0.9987165071710528,-0.05064916883871264,92.29666666666667,0.49601747281507813,0.0,0.0,0.05,0.0,54.406666666666666,0.06506407098658275,0.06,0.0,8.016666666666667,0.5451910979950572,41.82000000000001,3.1611864861149375,0.0,0.0,2.0,2.0,3.0,8.0,9.15,9.86,41.72,48.41,51.92,0.0009179364619435202,0.8333194446759221,20.025,0.6000000000000227,8.016666666666667,27.3
2025-10-11 15:00:00+00:00,2,98.01,0.0,0.06,62.51,0.16,7.59,25.3,0.0,31.2,41.0,16.4,32.1,0.0,0.0,1011.5,28.0,9.0,227.0,15,11,10,5,1,-0.7071067811865471,-0.7071067811865479,0.7907757369376989,-0.6121059825476626,97.79,0.23643180835779543,0.0,0.0,0.049999999999999996,0.00999999999946422,61.93333333333334,0.6755985000973304,0.14333333333333334,0.015275252315050423,7.516666666666666,0.09451631252404565,25.120000000000005,0.2696293752424837,0.0,0.0,2.0,2.0,2.0,7.55,7.28,7.37,25.25,24.19,24.16,0.0009598464092169828,0.3749976562646483,12.792,-0.6000000000000227,7.516666666666666,31.33333333333334
2025-09-26 04:00:00+00:00,2,91.54,0.0,0.05,47.38,0.11,7.13,28.2,0.0,25.2,93.0,24.0,30.7,0.0,0.0,1006.3,25.0,4.0,328.0,4,26,9,4,0,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624,91.57666666666667,0.07234178135282819,0.0,0.0,0.05333333333333334,0.005773502691896256,47.02,0.34176014981275876,0.11,0.0,7.04,0.09539392014171187,27.75,0.45508241011937334,0.0,0.0,2.0,2.0,2.0,7.05,6.77,6.6,27.76,26.47,25.59,0.0010552975716484263,0.454541322351615,23.436,0.1999999999999318,7.04,25.400000000000002
2025-09-30 14:00:00+00:00,3,96.03,0.0,0.12,60.42,0.5,21.52,85.8,0.0,35.6,50.0,23.6,41.2,0.0,0.0,998.4,30.0,7.8,77.0,14,30,9,1,0,-0.4999999999999997,-0.8660254037844388,-0.20129852008866114,0.9795299412524943,95.74000000000001,0.4513313638508711,0.0,0.0,0.10666666666666667,0.015275252316520613,59.76,0.8001874780324338,0.48333333333333334,0.01527525231653033,21.38,0.17776388834661622,86.48666666666668,0.7338483040353423,0.0,0.0,3.0,3.0,3.0,21.44,20.72,18.69,86.4,87.57,80.86,0.001986097285897099,0.23999952000095998,17.8,-0.8000000000000682,21.38,35.13333333333333
2025-09-24 17:00:00+00:00,1,88.77,0.0,0.07,42.64,0.27,4.61,16.31,0.0,27.9,80.0,24.1,31.9,0.1,0.1,1003.4,85.0,15.1,232.0,17,24,9,2,0,-0.9659258262890683,-0.25881904510252063,-0.9884683243281114,0.15142777750457667,87.67333333333333,1.0531065156623856,0.0,0.0,0.07,0.0,41.32333333333333,1.2470899459674976,0.28,0.010000000000004833,4.576666666666667,0.030550504632717978,15.860000000000001,0.38974350539889374,0.0,0.0,1.0,1.0,1.0,4.55,4.55,4.4,15.64,15.69,15.61,0.0016416509933946768,0.2592582990433369,22.32,0.10000000000002274,4.576666666666667,28.399999999999995
2025-10-07 21:00:00+00:00,2,90.3,0.0,0.05,53.03,0.1,7.06,35.55,0.0,27.2,68.0,20.7,30.3,0.0,0.0,1010.9,0.0,7.6,242.0,21,7,10,1,0,-0.7071067811865477,0.7071067811865474,0.9884683243281114,0.1514277775045767,90.33999999999999,0.0529150262672742,0.0,0.0,0.05,0.0,53.86333333333334,0.8779711460710942,0.1,0.0,7.910000000000001,0.8706893820414501,40.550000000000004,5.102940328868801,0.0,0.0,2.0,2.0,3.0,7.87,9.53,10.9,40.35,49.91,57.15,0.0009428625128632376,0.49999500004999947,18.496,0.6000000000000227,7.910000000000001,27.733333333333338
2025-09-18 19:00:00+00:00,2,82.86,0.0,0.07,39.93,0.3,6.64,27.16,0.0,27.3,88.0,25.2,32.9,0.0,0.0,1004.9,89.0,8.0,214.0,19,18,9,3,0,-0.9659258262890684,0.2588190451025203,-0.4853019625310808,-0.8743466161445822,82.95666666666666,0.08736894947566459,0.0,0.0,0.07666666666666667,0.005773502691896273,39.60666666666667,0.33020195840282063,0.3,0.0,6.663333333333334,0.032145502536805225,27.103333333333335,0.0602771377374285,0.0,0.0,2.0,2.0,2.0,6.65,6.81,6.86,27.11,27.5,28.47,0.0017530678248668216,0.2333325555581482,24.024,0.5,6.663333333333334,28.066666666666666
2025-10-07 16:00:00+00:00,3,90.45,0.0,0.06,55.85,0.12,10.51,55.24,0.0,32.0,32.0,13.4,31.2,0.0,0.0,1008.6,0.0,12.5,234.0,16,7,10,1,0,-0.8660254037844385,-0.5000000000000004,0.9884683243281114,0.1514277775045767,90.47000000000001,0.07211102554277844,0.0,0.0,0.06,0.0,56.07,0.22000000000000466,0.13,0.009999999997752867,10.886666666666665,0.37018013632980595,57.06333333333333,1.7815816942624387,0.0,0.0,3.0,3.0,3.0,10.9,11.52,12.33,57.15,60.03,63.63,0.001074306158024957,0.49999583336805525,10.24,-0.39999999999997726,10.886666666666665,32.26666666666667
2025-09-25 18:00:00+00:00,2,92.97,0.0,0.06,46.86,0.13,7.08,27.4,0.0,28.7,75.0,23.7,33.1,0.0,0.0,1005.0,9.0,10.1,231.0,18,25,9,3,0,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,92.97333333333331,0.005773502293061833,0.0,0.0,0.06,0.0,46.94,0.08000000000025048,0.13,0.0,7.206666666666666,0.13012814197296754,27.903333333333332,0.5153962876596846,0.0,0.0,2.0,2.0,2.0,7.2,7.46,7.66,27.88,28.89,29.14,0.0012804097037898057,0.46153491126991325,21.525,0.8999999999999773,7.206666666666666,28.866666666666664
2025-09-19 05:00:00+00:00,2,83.1,0.01,0.05,42.89,0.24,5.8,24.32,0.0,25.6,93.0,24.3,30.8,0.0,0.0,1006.2,36.0,7.7,269.0,5,19,9,4,0,0.9659258262890683,0.25881904510252074,-0.651372482722222,-0.7587581226927911,83.24333333333334,0.18339392937712393,0.006666666666666667,0.005773502691896258,0.06,0.009999999999999964,42.833333333333336,0.05507570547116556,0.24333333333333332,0.005773502691902776,5.953333333333333,0.15502687938979404,25.22333333333334,0.9000185183282872,0.0,0.0,2.0,2.0,2.0,5.95,6.21,6.45,25.23,26.63,27.59,0.0011657728802571025,0.20833246528139468,23.808000000000003,0.20000000000004547,5.953333333333333,25.666666666666668
2025-09-19 11:00:00+00:00,2,81.78,0.01,0.04,40.82,0.25,5.91,23.2,0.0,29.2,70.0,23.1,33.3,0.0,0.0,1008.7,100.0,14.4,236.0,11,19,9,4,0,0.258819045102521,-0.9659258262890682,-0.651372482722222,-0.7587581226927911,81.88666666666667,0.09712534855938659,0.01,0.0,0.03666666666666667,0.005773502691896073,40.980000000000004,0.19697715603524665,0.24666666666666667,0.005773502691902786,5.8133333333333335,0.10016652800879383,22.846666666666668,0.3500476158094521,0.0,0.0,2.0,2.0,2.0,5.82,5.65,5.8,22.84,22.53,24.32,0.0009799117839316075,0.15999936000256001,20.44,-0.39999999999997726,5.8133333333333335,28.766666666666666
2025-09-17 18:00:00+00:00,2,85.63,0.0,0.09,41.25,0.38,7.31,31.38,0.0,28.1,81.0,24.6,33.3,0.0,0.0,1004.1,0.0,8.9,216.0,18,17,9,2,0,-1.0,-1.8369701987210297e-16,-0.2993631229733582,-0.9541392564000488,85.57333333333332,0.051316014378238815,0.0,0.0,0.09666666666666666,0.00577350269189641,41.4,0.23430749027656939,0.38,0.0,7.573333333333333,0.2650157228040414,32.79666666666667,1.4565141033761664,0.0,0.0,2.0,2.0,2.0,7.57,8.18,9.32,32.72,36.67,43.56,0.0021818181289256213,0.23684148199610003,22.761,0.20000000000004547,7.573333333333333,28.633333333333336
